lng,lan,number
-8.611002,41.148549,1
-8.622189,41.147631,1
-8.610894,41.145633,1
-8.636841,41.152788,1
-8.608923,41.147478,1
-8.619813,41.148072,1
-8.67411,41.153787,1
-8.579187,41.165955,1
-8.599941,41.182677,1
-8.599293,41.149116,1
-8.622423,41.147172,1
-8.59995,41.16222,1
-8.630586,41.154858,1
-8.606718,41.150025,1
-8.610768,41.145579,1
-8.60967,41.151843,1
-8.618301,41.143707,1
-8.662131,41.16969,1
-8.63991,41.159808,1
-8.610732,41.145615,1
-8.606547,41.144634,1
-8.626437,41.148693,1
-8.628588,41.159178,1
-8.649468,41.167242,1
-8.626914,41.151744,1
-8.624331,41.179689,1
-8.61075,41.145885,1
-8.660988,41.171931,1
-8.607636,41.1552,1
-8.589249,41.169654,1
-8.610966,41.145714,1
-8.608878,41.147109,1
-8.627454,41.12127,1
-8.630406,41.154867,1
-8.612667,41.146029,1
-8.569494,41.170338,1
-8.627643,41.157702,1
-8.627445,41.15772,1
-8.602659,41.179581,1
-8.646759,41.166477,1
-8.585703,41.148747,1
-8.62785,41.15781,1
-8.649549,41.167323,1
-8.645454,41.16465,1
-8.609661,41.140917,1
-8.58573,41.148693,1
-8.608482,41.147667,1
-8.585694,41.148468,1
-8.589303,41.169699,1
-8.612829,41.157018,1
-8.666595,41.157144,1
-8.649891,41.161734,1
-8.607519,41.150844,1
-8.61408,41.176224,1
-8.593326,41.158305,1
-8.596566,41.146929,1
-8.639856,41.159835,1
-8.60994,41.140881,1
-8.60643,41.144607,1
-8.65512,41.16474,1
-8.585577,41.148387,1
-8.608806,41.147658,1
-8.65638,41.161707,1
-8.619822,41.147982,1
-8.648514,41.178114,1
-8.585703,41.148909,1
-8.610741,41.145822,1
-8.615511,41.140809,1
-8.627652,41.15277,1
-8.59698,41.182281,1
-8.576361,41.159196,1
-8.604765,41.16123,1
-8.626851,41.166972,1
-8.598312,41.1777,1
-8.602884,41.179662,1
-8.585676,41.148666,1
-8.61984,41.148036,1
-8.609688,41.160537,1
-8.680311,41.155191,1
-8.608347,41.147703,1
-8.617752,41.146236,1
-8.609706,41.151312,1
-8.604027,41.161275,1
-8.590968,41.1624,1
-8.639469,41.15952,1
-8.621001,41.16096,1
-8.615511,41.140665,1
-8.641629,41.161446,1
-8.666622,41.162418,1
-8.679591,41.166288,1
-8.639793,41.159763,1
-8.639739,41.159718,1
-8.663724,41.177205,1
-8.615709,41.1633,1
-8.649558,41.167287,1
-8.643159,41.185494,1
-8.628786,41.169816,1
-8.661645,41.238675,1
-8.580033,41.159295,1
-8.629623,41.179572,1
-8.630325,41.157486,1
-8.585604,41.148549,1
-8.607069,41.150412,1
-8.591274,41.162751,1
-8.585604,41.14854,1
-8.607348,41.150547,1
-8.657802,41.177547,1
-8.657802,41.177547,1
-8.620974,41.16105,1
-8.600094,41.182704,1
-8.591445,41.172705,1
-8.592075,41.150592,1
-8.61984,41.148036,1
-8.649945,41.153751,1
-8.649945,41.153751,1
-8.622063,41.14746,1
-8.619813,41.148018,1
-8.608734,41.15349,1
-8.639793,41.159745,1
-8.569368,41.15925,1
-8.608779,41.147559,1
-8.58564,41.148531,1
-8.585721,41.148648,1
-8.623953,41.176332,1
-8.649585,41.167332,1
-8.613891,41.141241,1
-8.608707,41.147865,1
-8.606448,41.144418,1
-8.605737,41.153571,1
-8.615367,41.151591,1
-8.582616,41.180229,1
-8.612307,41.146164,1
-8.58402,41.174271,1
-8.619723,41.147919,1
-8.640981,41.160096,1
-8.661312,41.161122,1
-8.606484,41.144625,1
-8.615592,41.140746,1
-8.608995,41.143167,1
-8.647488,41.162481,1
-8.639739,41.15979,1
-8.648271,41.16222,1
-8.662824,41.161995,1
-8.606493,41.144634,1
-8.630082,41.157414,1
-8.632341,41.164416,1
-8.582526,41.180571,1
-8.579871,41.159412,1
-8.615673,41.140638,1
-8.627724,41.175414,1
-8.604054,41.161059,1
-8.606322,41.144715,1
-8.610687,41.14458,1
-8.652438,41.167503,1
-8.620929,41.160906,1
-8.615619,41.140674,1
-8.608698,41.147775,1
-8.609679,41.140764,1
-8.628759,41.160924,1
-8.62839,41.157252,1
-8.668683,41.176395,1
-8.610831,41.145588,1
-8.613459,41.137425,1
-8.599113,41.14908,1
-8.532666,41.141367,1
-8.611119,41.146434,1
-8.605755,41.15358,1
-8.604423,41.160753,1
-8.600148,41.182749,1
-8.574696,41.142645,1
-8.583732,41.179662,1
-8.661996,41.159286,1
-8.58564,41.148603,1
-8.627562,41.157711,1
-8.606304,41.151051,1
-8.6067,41.15043,1
-8.600157,41.182677,1
-8.578872,41.168718,1
-8.635113,41.158827,1
-8.689347,41.168079,1
-8.665137,41.149026,1
-8.619624,41.147973,1
-8.605314,41.160843,1
-8.607087,41.150349,1
-8.630523,41.154867,1
-8.58564,41.148558,1
-8.628525,41.157441,1
-8.60292,41.179671,1
-8.601246,41.18175,1
-8.630811,41.154885,1
-8.628705,41.169816,1
-8.619705,41.147973,1
-8.666685,41.149791,1
-8.585667,41.148594,1
-8.610552,41.145561,1
-8.606448,41.144598,1
-8.582499,41.180436,1
-8.646597,41.150592,1
-8.608491,41.142366,1
-8.633934,41.147703,1
-8.617644,41.146218,1
-8.570727,41.160141,1
-8.608869,41.147505,1
-8.604099,41.161266,1
-8.64108,41.160987,1
-8.640747,41.16006,1
-8.619795,41.147991,1
-8.627742,41.175369,1
-8.619984,41.146812,1
-8.607132,41.150412,1
-8.68932,41.168133,1
-8.609121,41.160843,1
-8.628723,41.160924,1
-8.627058,41.166837,1
-8.629695,41.1516,1
-8.60652,41.14467,1
-8.633907,41.19228,1
-8.609193,41.139162,1
-8.582562,41.180544,1
-8.619741,41.148018,1
-8.674272,41.156226,1
-8.630523,41.154939,1
-8.655183,41.151546,1
-8.641602,41.161806,1
-8.625915,41.157315,1
-8.601813,41.175891,1
-8.649603,41.154021,1
-8.585613,41.148855,1
-8.585676,41.148585,1
-8.628255,41.157504,1
-8.610939,41.145669,1
-8.659224,41.153373,1
-8.646336,41.177538,1
-8.619867,41.146641,1
-8.612379,41.145894,1
-8.630109,41.157423,1
-8.644959,41.162643,1
-8.608185,41.155137,1
-8.610363,41.14935,1
