lng,lan,number
-8.669367,41.235057,1
-8.606376,41.14458,1
-8.6148,41.15115,1
-8.677953,41.155389,1
-8.580285,41.190894,1
-8.607258,41.145777,1
-8.618166,41.152689,1
-8.612613,41.145957,1
-8.609634,41.151294,1
-8.649108,41.166873,1
-8.610291,41.153625,1
-8.671824,41.158404,1
-8.582553,41.180544,1
-8.590608,41.162634,1
-8.593812,41.162868,1
-8.627724,41.136282,1
-8.570286,41.167341,1
-8.64171,41.156442,1
-8.615502,41.140683,1
-8.67897,41.153724,1
-8.609697,41.151294,1
-8.640549,41.151771,1
-8.606439,41.144589,1
-8.6058,41.153517,1
-8.572887,41.211594,1
-8.595342,41.157234,1
-8.688825,41.167323,1
-8.617707,41.1462,1
-8.64495,41.163597,1
-8.676972,41.164119,1
-8.582643,41.180562,1
-8.609076,41.162742,1
-8.64864,41.161023,1
-8.611155,41.149368,1
-8.627139,41.151879,1
-8.606484,41.144634,1
-8.630694,41.154939,1
-8.606313,41.144445,1
-8.582877,41.164209,1
-8.589474,41.179941,1
-8.601246,41.181768,1
-8.601777,41.159628,1
-8.617572,41.146164,1
-8.643123,41.15943,1
-8.607339,41.145327,1
-8.630271,41.157432,1
-8.604819,41.161131,1
-8.62839,41.157396,1
-8.627058,41.151897,1
-8.580051,41.159394,1
-8.678889,41.153418,1
-8.642142,41.164992,1
-8.626761,41.175594,1
-8.610885,41.145615,1
-8.610849,41.145588,1
-8.579025,41.146308,1
-8.608221,41.156874,1
-8.649477,41.154228,1
-8.569971,41.160735,1
-8.638191,41.170626,1
-8.661204,41.157288,1
-8.614305,41.162544,1
-8.607249,41.145723,1
-8.641611,41.156559,1
-8.599239,41.149152,1
-8.630667,41.154696,1
-8.600094,41.182731,1
-8.567703,41.182389,1
-8.58312,41.164695,1
-8.582787,41.181192,1
-8.649531,41.154228,1
-8.630649,41.172183,1
-8.624583,41.136984,1
-8.642286,41.154444,1
-8.654742,41.173578,1
-8.61003,41.147703,1
-8.600067,41.182731,1
-8.673732,41.149656,1
-8.596494,41.188068,1
-8.610093,41.147712,1
-8.600148,41.182731,1
-8.616168,41.147226,1
-8.612667,41.145912,1
-8.611137,41.149413,1
-8.620497,41.150817,1
-8.600139,41.182695,1
-8.609994,41.14773,1
-8.60994,41.147739,1
-8.651556,41.1705,1
-8.609778,41.147748,1
-8.639901,41.159772,1
-8.609994,41.147748,1
-8.611875,41.146047,1
-8.610012,41.147748,1
-8.607303,41.145669,1
-8.68923,41.173344,1
-8.611074,41.14944,1
-8.615538,41.140674,1
-8.609985,41.147685,1
-8.609706,41.147676,1
-8.614107,41.146281,1
-8.611092,41.149341,1
-8.640567,41.161437,1
-8.606844,41.145993,1
-8.609049,41.147541,1
-8.597727,41.159241,1
-8.610021,41.147721,1
-8.610876,41.14557,1
-8.613585,41.146821,1
-8.675181,41.151996,1
-8.62704,41.159727,1
-8.58564,41.148558,1
-8.59833,41.160195,1
-8.605206,41.160636,1
-8.606943,41.150205,1
-8.60994,41.147703,1
-8.609391,41.147586,1
-8.613549,41.162868,1
-8.609832,41.147685,1
-8.610408,41.152131,1
-8.599968,41.18274,1
-8.615943,41.147271,1
-8.611119,41.146731,1
-8.625177,41.156289,1
-8.627247,41.166927,1
-8.610102,41.146407,1
-8.569737,41.166063,1
-8.607186,41.14566,1
-8.603847,41.146884,1
-8.605458,41.182875,1
-8.641071,41.160852,1
-8.609967,41.147739,1
-8.615529,41.140692,1
-8.609427,41.13981,1
-8.610147,41.147775,1
-8.655066,41.153112,1
-8.611011,41.145615,1
-8.649432,41.1543,1
-8.604117,41.18031,1
-8.61003,41.147757,1
-8.638515,41.17077,1
-8.613252,41.154363,1
-8.606484,41.144652,1
-8.591688,41.173272,1
-8.627301,41.15196,1
-8.632089,41.186547,1
-8.615997,41.17698,1
-8.649387,41.154318,1
-8.609661,41.151276,1
-8.665254,41.155155,1
-8.606349,41.14458,1
-8.588124,41.170806,1
-8.627769,41.175396,1
-8.600058,41.156793,1
-8.585667,41.148495,1
-8.630253,41.157387,1
-8.609652,41.147676,1
-8.610867,41.145606,1
-8.580816,41.154813,1
-8.607393,41.148747,1
-8.605764,41.174874,1
-8.612802,41.140476,1
-8.621028,41.161446,1
-8.613981,41.14107,1
-8.626068,41.157702,1
-8.585667,41.148648,1
-8.606394,41.14458,1
-8.626167,41.168763,1
-8.627706,41.17545,1
-8.63982,41.15979,1
-8.58582,41.148585,1
-8.650224,41.158107,1
-8.610723,41.145669,1
-8.628291,41.157297,1
-8.574714,41.142717,1
-8.629173,41.156946,1
-8.600202,41.182713,1
-8.614224,41.146335,1
-8.611569,41.145957,1
-8.628849,41.154444,1
-8.607114,41.150223,1
-8.648892,41.178474,1
-8.649873,41.154327,1
-8.611218,41.172066,1
-8.600445,41.148666,1
-8.604783,41.16114,1
-8.595693,41.167719,1
-8.649261,41.178492,1
-8.59923,41.149152,1
-8.604243,41.180103,1
-8.606502,41.144562,1
-8.612577,41.14602,1
-8.664561,41.15646,1
-8.608698,41.147739,1
-8.600148,41.182677,1
-8.615547,41.140656,1
-8.630136,41.165361,1
-8.585622,41.148567,1
-8.612568,41.145975,1
-8.599311,41.149161,1
-8.539479,41.163777,1
-8.648928,41.178546,1
-8.585631,41.148495,1
-8.630703,41.154894,1
-8.568081,41.159466,1
-8.629434,41.179203,1
-8.617581,41.146218,1
-8.657937,41.177709,1
-8.609202,41.151222,1
-8.61399,41.141394,1
-8.609436,41.177295,1
-8.627247,41.167071,1
-8.612469,41.14602,1
-8.620011,41.146821,1
-8.614224,41.147325,1
-8.585739,41.148378,1
-8.607078,41.150358,1
-8.58564,41.148594,1
-8.674092,41.153796,1
-8.672067,41.165055,1
-8.574714,41.142699,1
-8.585622,41.148585,1
-8.629074,41.178438,1
-8.649486,41.15439,1
-8.612928,41.145948,1
-8.597952,41.174712,1
-8.634501,41.152491,1
-8.676558,41.151033,1
-8.648937,41.178519,1
-8.619867,41.148027,1
-8.619876,41.148036,1
-8.630631,41.154921,1
-8.608914,41.147685,1
-8.643357,41.162904,1
-8.61327,41.154336,1
-8.608923,41.147622,1
-8.646516,41.177529,1
-8.62434,41.179527,1
-8.600148,41.182695,1
-8.604846,41.16114,1
-8.602884,41.179653,1
-8.609571,41.160411,1
-8.606475,41.147892,1
-8.599212,41.149161,1
-8.606421,41.144742,1
-8.586585,41.174343,1
-8.63469,41.167296,1
-8.620902,41.149971,1
-8.628984,41.152545,1
-8.609985,41.147712,1
-8.600076,41.18274,1
-8.613279,41.154417,1
-8.610012,41.147658,1
-8.639901,41.159601,1
-8.614602,41.147757,1
-8.66538,41.170698,1
-8.612667,41.148189,1
-8.610615,41.141061,1
-8.610102,41.140962,1
-8.611074,41.149422,1
-8.638623,41.159187,1
-8.614251,41.147289,1
-8.667396,41.148963,1
-8.609985,41.147703,1
-8.610102,41.147748,1
-8.612559,41.145849,1
-8.61246,41.145948,1
-8.61381,41.146092,1
-8.598312,41.125725,1
-8.609967,41.151852,1
-8.628813,41.160996,1
-8.617644,41.146191,1
-8.647929,41.161905,1
-8.602551,41.155776,1
-8.611083,41.149386,1
-8.6634,41.170968,1
-8.585874,41.148594,1
-8.60256,41.15583,1
-8.586369,41.149089,1
-8.610786,41.145543,1
-8.610345,41.153733,1
-8.612676,41.145894,1
-8.602614,41.155749,1
-8.648271,41.148261,1
-8.672067,41.181795,1
-8.624826,41.165694,1
-8.643834,41.18535,1
-8.609967,41.147748,1
-8.66979,41.235813,1
-8.610021,41.147721,1
-8.611956,41.154543,1
-8.60814,41.147334,1
-8.61984,41.147856,1
-8.610012,41.16825,1
-8.615331,41.146245,1
-8.585613,41.148585,1
-8.609652,41.151762,1
-8.500293,41.2002,1
-8.624358,41.179536,1
-8.638551,41.18238,1
-8.612658,41.146092,1
-8.614008,41.141367,1
-8.593533,41.164371,1
-8.613333,41.155047,1
-8.61336,41.147568,1
-8.620974,41.161104,1
-8.556408,41.173569,1
-8.600112,41.182704,1
-8.608086,41.147325,1
-8.628498,41.157468,1
-8.630073,41.15727,1
-8.574696,41.1426,1
-8.623485,41.174937,1
-8.612748,41.145975,1
-8.615511,41.140647,1
-8.611092,41.149431,1
-8.600238,41.182722,1
-8.672742,41.148927,1
-8.605539,41.150637,1
-8.595882,41.150934,1
-8.604621,41.160564,1
-8.591571,41.156118,1
-8.604198,41.161338,1
-8.617635,41.146164,1
-8.639757,41.159799,1
-8.627436,41.16339,1
-8.608068,41.143509,1
-8.603019,41.14611,1
-8.572662,41.179509,1
-8.607123,41.150286,1
