lng,lan,number
-8.614035,41.146479,1
-8.58564,41.148567,1
-8.606556,41.144679,1
-8.617725,41.15007,1
-8.617626,41.146056,1
-8.613243,41.154444,1
-8.614017,41.14143,1
-8.606484,41.144616,1
-8.611137,41.149404,1
-8.613972,41.146578,1
-8.617635,41.146146,1
-8.596341,41.146794,1
-8.628201,41.157459,1
-8.617563,41.14611,1
-8.631927,41.152635,1
-8.612703,41.145939,1
-8.610363,41.151537,1
-8.612055,41.150358,1
-8.628201,41.157711,1
-8.60706,41.150961,1
-8.580357,41.17851,1
-8.626923,41.166936,1
-8.615817,41.147298,1
-8.599356,41.149224,1
-8.606322,41.144706,1
-8.617599,41.146209,1
-8.615808,41.147298,1
-8.617617,41.146164,1
-8.614341,41.147388,1
-8.61273,41.145957,1
-8.630712,41.154687,1
-8.660745,41.182335,1
-8.63856,41.158953,1
-8.606142,41.144445,1
-8.668629,41.152014,1
-8.623044,41.164317,1
-8.591301,41.156163,1
-8.682912,41.158134,1
-8.591301,41.162724,1
-8.56449,41.140026,1
-8.611155,41.14944,1
-8.669628,41.234859,1
-8.604927,41.160654,1
-8.612235,41.147082,1
-8.68266,41.158179,1
-8.628426,41.164938,1
-8.599158,41.155749,1
-8.604135,41.161059,1
-8.669646,41.237271,1
-8.655237,41.151726,1
-8.615736,41.147289,1
-8.62704,41.15187,1
-8.606286,41.144553,1
-8.619894,41.148018,1
-8.649891,41.165982,1
-8.662698,41.175189,1
-8.613252,41.154066,1
-8.68239,41.160672,1
-8.582553,41.180535,1
-8.630433,41.154831,1
-8.610876,41.145669,1
-8.6112,41.14935,1
-8.61372,41.148414,1
-8.614395,41.147145,1
-8.628003,41.157972,1
-8.6139,41.142222,1
-8.605449,41.15052,1
-8.663274,41.163084,1
-8.613234,41.154417,1
-8.60706,41.145732,1
-8.602713,41.183469,1
-8.638461,41.159088,1
-8.662401,41.154273,1
-8.600166,41.182722,1
-8.580114,41.159448,1
-8.614152,41.141187,1
-8.624169,41.156199,1
-8.605422,41.144301,1
-8.609256,41.179401,1
-8.582589,41.180409,1
-8.585631,41.148603,1
-8.606565,41.144688,1
-8.612136,41.148387,1
-8.619867,41.148,1
-8.607033,41.145921,1
-8.613261,41.154408,1
-8.591157,41.153769,1
-8.612478,41.14602,1
-8.672796,41.148909,1
-8.682084,41.160501,1
-8.617329,41.150808,1
-8.653149,41.156262,1
-8.657541,41.16528,1
-8.617563,41.146119,1
-8.609931,41.147721,1
-8.609922,41.147676,1
-8.610759,41.153562,1
-8.612883,41.140341,1
-8.609724,41.147649,1
-8.609571,41.148153,1
-8.604162,41.151744,1
-8.612487,41.146002,1
-8.612595,41.146101,1
-8.657964,41.169681,1
-8.611065,41.147451,1
-8.591265,41.162661,1
-8.601147,41.158872,1
-8.613576,41.146209,1
-8.638884,41.161374,1
-8.663166,41.173335,1
-8.585685,41.148684,1
-8.611128,41.149431,1
-8.609976,41.147667,1
-8.665227,41.155146,1
-8.601669,41.158071,1
-8.628849,41.161005,1
-8.649342,41.167251,1
-8.613027,41.140422,1
-8.610831,41.145696,1
-8.615529,41.140656,1
-8.613882,41.141259,1
-8.610138,41.147721,1
-8.599869,41.182722,1
-8.610012,41.147703,1
-8.591319,41.162733,1
-8.614737,41.141007,1
-8.609778,41.147631,1
-8.598258,41.146092,1
-8.613351,41.18391,1
-8.609949,41.147739,1
-8.61183,41.162814,1
-8.592957,41.164767,1
-8.610048,41.147604,1
-8.609976,41.14773,1
-8.62722,41.133078,1
-8.609751,41.147802,1
-8.600211,41.182722,1
-8.610075,41.147766,1
-8.627346,41.170797,1
-8.609976,41.147712,1
-8.611011,41.147334,1
-8.610228,41.14773,1
-8.626257,41.156712,1
-8.610768,41.145624,1
-8.610966,41.147694,1
-8.599257,41.149161,1
-8.567127,41.20722,1
-8.610048,41.147721,1
-8.627193,41.15196,1
-8.612559,41.168934,1
-8.591265,41.162724,1
-8.601984,41.1597,1
-8.624331,41.167251,1
-8.626788,41.164704,1
-8.610165,41.147739,1
-8.629947,41.154642,1
-8.612577,41.145939,1
-8.610021,41.147766,1
-8.609841,41.147667,1
-8.659647,41.15403,1
-8.627265,41.170761,1
-8.58834,41.166882,1
-8.630658,41.154948,1
-8.573004,41.143365,1
-8.639775,41.159745,1
-8.609499,41.151249,1
-8.598204,41.148459,1
-8.587116,41.168952,1
-8.630118,41.155686,1
-8.610876,41.147883,1
-8.611137,41.149422,1
-8.577504,41.162463,1
-8.617185,41.152545,1
-8.625798,41.157342,1
-8.589222,41.169681,1
-8.575857,41.143896,1
-8.609625,41.160375,1
-8.611533,41.145966,1
-8.611011,41.145372,1
-8.614611,41.175702,1
-8.600067,41.182695,1
-8.606844,41.145822,1
-8.585658,41.148567,1
-8.579853,41.159115,1
-8.591292,41.162688,1
-8.613135,41.173623,1
-8.602866,41.17968,1
-8.664453,41.156487,1
-8.609454,41.151168,1
-8.625798,41.176485,1
-8.611353,41.19282,1
-8.619993,41.146848,1
-8.615259,41.141205,1
-8.630388,41.152473,1
-8.639433,41.174487,1
-8.612523,41.146074,1
-8.673903,41.154345,1
-8.606043,41.144445,1
-8.616483,41.14719,1
-8.607384,41.144328,1
-8.609157,41.155209,1
-8.621019,41.160942,1
-8.613234,41.154462,1
-8.61246,41.146011,1
-8.605629,41.144445,1
-8.621757,41.147595,1
-8.605692,41.15358,1
-8.674191,41.153769,1
-8.609697,41.151492,1
-8.580096,41.15943,1
-8.615655,41.140638,1
-8.648055,41.157261,1
-8.630406,41.152563,1
-8.612541,41.146011,1
-8.610012,41.152635,1
-8.611497,41.146101,1
-8.585667,41.148567,1
-8.677269,41.152572,1
-8.59437,41.146191,1
-8.611011,41.149539,1
-8.614368,41.147271,1
-8.587593,41.181705,1
-8.627211,41.151942,1
-8.584614,41.164047,1
-8.610903,41.145777,1
-8.619894,41.147955,1
-8.600148,41.182695,1
-8.619822,41.148027,1
-8.600247,41.182713,1
-8.619831,41.147802,1
-8.617554,41.146056,1
-8.612541,41.146002,1
-8.578206,41.145687,1
-8.612208,41.147244,1
-8.654436,41.155686,1
-8.602569,41.155389,1
-8.604234,41.160996,1
-8.60481,41.161122,1
-8.598672,41.158728,1
-8.61507,41.152743,1
-8.585073,41.160132,1
-8.629065,41.160996,1
-8.664732,41.154768,1
-8.628552,41.155542,1
-8.589159,41.162805,1
-8.599248,41.149179,1
-8.611983,41.167404,1
-8.580033,41.15943,1
-8.608824,41.147829,1
-8.650233,41.154201,1
-8.58564,41.148576,1
-8.611092,41.149458,1
-8.612613,41.145921,1
-8.590716,41.157729,1
-8.607294,41.145624,1
-8.648865,41.1786,1
-8.600202,41.182686,1
-8.606448,41.144661,1
-8.611164,41.15358,1
-8.578044,41.160897,1
-8.611065,41.149476,1
-8.619858,41.147964,1
-8.616159,41.178708,1
-8.648919,41.178546,1
-8.655147,41.153202,1
-8.620254,41.146326,1
-8.59806,41.127309,1
-8.61012,41.153058,1
-8.641755,41.16492,1
-8.574723,41.142699,1
-8.606439,41.144589,1
-8.624394,41.1795,1
-8.613144,41.166774,1
-8.639937,41.159745,1
-8.585622,41.14872,1
-8.602875,41.155083,1
-8.591265,41.162733,1
-8.611497,41.149179,1
-8.610939,41.197446,1
-8.649828,41.154345,1
-8.617509,41.146074,1
-8.611722,41.150466,1
-8.611056,41.149404,1
-8.615529,41.140674,1
-8.591355,41.162769,1
-8.608788,41.147334,1
-8.611875,41.143509,1
-8.655858,41.178654,1
-8.607276,41.145624,1
-8.612622,41.145912,1
-8.617662,41.146155,1
-8.606016,41.144382,1
-8.616294,41.147118,1
-8.62218,41.181471,1
-8.616105,41.147487,1
-8.608221,41.147208,1
-8.610624,41.147811,1
-8.674191,41.153868,1
-8.600184,41.182686,1
-8.602335,41.155677,1
-8.583696,41.150376,1
-8.617716,41.146272,1
-8.630595,41.154795,1
-8.611983,41.143437,1
-8.676315,41.153058,1
-8.611641,41.149152,1
-8.626257,41.171994,1
-8.596206,41.146704,1
-8.623782,41.168907,1
-8.656929,41.161401,1
-8.617509,41.14557,1
-8.608095,41.1624,1
-8.613558,41.147271,1
-8.608383,41.174082,1
-8.673642,41.160069,1
-8.604864,41.16114,1
-8.612226,41.148342,1
-8.601678,41.157963,1
-8.610399,41.153562,1
-8.616384,41.147163,1
-8.630937,41.155011,1
-8.636157,41.189247,1
-8.596854,41.186079,1
-8.602146,41.183676,1
-8.602524,41.155812,1
-8.600103,41.182686,1
-8.613261,41.154444,1
-8.602533,41.155749,1
-8.600067,41.182713,1
-8.608788,41.147568,1
-8.613801,41.147604,1
-8.614836,41.146659,1
-8.613954,41.146947,1
-8.616663,41.136948,1
-8.613342,41.147523,1
-8.599581,41.153985,1
-8.615511,41.140683,1
-8.613891,41.144994,1
-8.610012,41.14773,1
-8.631252,41.156622,1
-8.610039,41.147685,1
-8.605935,41.144346,1
-8.610075,41.160474,1
-8.602587,41.155749,1
-8.602371,41.156082,1
-8.602623,41.155695,1
-8.630442,41.167917,1
-8.602362,41.155929,1
-8.586747,41.170041,1
-8.608131,41.147316,1
-8.613801,41.147559,1
-8.600076,41.182668,1
-8.608041,41.147262,1
-8.65665,41.151375,1
-8.637192,41.1696,1
-8.61075,41.145678,1
-8.609976,41.147721,1
-8.602884,41.179662,1
-8.606421,41.144616,1
-8.604936,41.132727,1
-8.604837,41.161167,1
-8.674056,41.153895,1
-8.609967,41.147721,1
-8.649693,41.1543,1
-8.612478,41.145939,1
-8.57394,41.2092,1
-8.604792,41.161167,1
-8.661375,41.166711,1
-8.585622,41.14863,1
-8.599311,41.149206,1
-8.644851,41.162607,1
-8.611074,41.145426,1
-8.604225,41.161041,1
-8.620326,41.191398,1
-8.640738,41.160096,1
-8.606322,41.144751,1
-8.655003,41.178294,1
-8.585622,41.148612,1
-8.572653,41.179482,1
-8.628768,41.169861,1
-8.593875,41.157666,1
-8.574858,41.142735,1
-8.60256,41.155686,1
-8.65476,41.173533,1
-8.597799,41.172795,1
-8.628759,41.163606,1
-8.595549,41.170716,1
-8.619975,41.146749,1
-8.643726,41.155596,1
-8.617599,41.146146,1
-8.626752,41.162202,1
-8.641737,41.156424,1
-8.614017,41.146362,1
-8.591274,41.162715,1
-8.628156,41.157369,1
-8.656893,41.161392,1
-8.600175,41.18274,1
-8.619966,41.14683,1
-8.604099,41.161248,1
-8.614935,41.147325,1
-8.585622,41.148594,1
-8.615547,41.140656,1
-8.601246,41.18175,1
-8.605737,41.153571,1
-8.60589,41.144409,1
-8.599239,41.149134,1
-8.606115,41.144517,1
-8.607591,41.150187,1
-8.620848,41.152698,1
-8.614053,41.146461,1
-8.602272,41.14368,1
-8.614539,41.148108,1
-8.612595,41.145993,1
-8.612604,41.146074,1
-8.615088,41.151213,1
-8.59761,41.140962,1
-8.607906,41.162337,1
-8.583066,41.180355,1
-8.568,41.159457,1
-8.693163,41.178933,1
-8.630658,41.154705,1
-8.672733,41.148918,1
-8.610939,41.145678,1
-8.612397,41.145984,1
-8.606016,41.144445,1
-8.632017,41.161428,1
-8.665695,41.170635,1
-8.612496,41.145975,1
-8.672688,41.148954,1
-8.672715,41.148927,1
-8.615529,41.140746,1
-8.672769,41.148891,1
-8.639784,41.159799,1
-8.599311,41.149197,1
-8.611335,41.147919,1
-8.62191,41.166486,1
-8.611002,41.149548,1
-8.600175,41.182722,1
-8.611173,41.14935,1
-8.610012,41.148918,1
-8.63847,41.15871,1
-8.672706,41.148909,1
-8.591211,41.162661,1
-8.598681,41.183091,1
-8.640747,41.148414,1
-8.613738,41.147586,1
-8.672742,41.148954,1
-8.611209,41.149485,1
-8.673849,41.149557,1
-8.61255,41.145867,1
-8.65161,41.161563,1
-8.600202,41.182713,1
-8.672715,41.1489,1
-8.606034,41.144472,1
-8.666712,41.157144,1
-8.672706,41.14899,1
-8.575614,41.162337,1
-8.612712,41.14746,1
-8.614377,41.147343,1
-8.61111,41.149332,1
-8.664192,41.149917,1
-8.600697,41.151051,1
-8.641125,41.15988,1
-8.605134,41.158125,1
-8.593713,41.190723,1
-8.672733,41.148891,1
-8.643321,41.159331,1
-8.610885,41.145606,1
-8.620398,41.165325,1
-8.633673,41.173875,1
-8.615511,41.140665,1
-8.628381,41.157324,1
-8.672715,41.148909,1
-8.599239,41.149188,1
-8.663877,41.149359,1
-8.611191,41.149125,1
-8.610822,41.145642,1
-8.67276,41.148963,1
-8.616096,41.164398,1
-8.634015,41.192523,1
-8.527158,41.159088,1
-8.603433,41.167395,1
-8.609472,41.177205,1
-8.639586,41.159772,1
-8.584254,41.163102,1
-8.604864,41.161131,1
-8.597502,41.172291,1
-8.599392,41.169771,1
-8.614026,41.141259,1
-8.614026,41.141187,1
-8.585613,41.14854,1
-8.611686,41.138055,1
-8.61264,41.145993,1
-8.6139,41.147172,1
-8.61327,41.154498,1
-8.617581,41.14611,1
-8.575884,41.193648,1
-8.639019,41.166027,1
-8.612064,41.150277,1
-8.613747,41.147559,1
-8.612244,41.147946,1
-8.614089,41.146281,1
-8.614512,41.149908,1
-8.612424,41.146083,1
-8.614107,41.146317,1
-8.614062,41.147694,1
-8.617644,41.146119,1
-8.609526,41.151222,1
-8.612244,41.148027,1
-8.591895,41.150403,1
-8.614809,41.14665,1
-8.628759,41.170824,1
-8.61264,41.145975,1
-8.669187,41.164578,1
-8.626275,41.17455,1
-8.612604,41.146002,1
-8.614134,41.146245,1
-8.610831,41.149368,1
-8.612937,41.145975,1
-8.613963,41.146929,1
-8.612838,41.145939,1
-8.589267,41.169663,1
-8.614071,41.147694,1
-8.608779,41.147919,1
-8.61327,41.154363,1
-8.605845,41.144463,1
-8.613558,41.147505,1
-8.609535,41.151159,1
-8.612559,41.14602,1
-8.61831,41.144508,1
-8.71461,41.208138,1
-8.649567,41.154282,1
-8.586162,41.147064,1
-8.614431,41.148342,1
-8.602569,41.155695,1
-8.612631,41.145993,1
-8.603703,41.147613,1
-8.611182,41.149431,1
-8.613972,41.146542,1
-8.617617,41.147217,1
-8.611317,41.149323,1
-8.656803,41.161455,1
-8.611128,41.149593,1
-8.621586,41.14755,1
-8.582553,41.183154,1
-8.613819,41.141232,1
-8.649198,41.154354,1
-8.614116,41.146254,1
-8.611164,41.146128,1
-8.596926,41.182254,1
-8.610705,41.145759,1
-8.612631,41.145948,1
-8.647092,41.148657,1
-8.612901,41.140377,1
-8.660763,41.147316,1
-8.612379,41.146074,1
-8.604108,41.161203,1
-8.621091,41.15007,1
-8.614377,41.147244,1
-8.608221,41.147226,1
-8.617734,41.147154,1
-8.612496,41.146029,1
-8.612505,41.145993,1
-8.612685,41.148207,1
-8.604144,41.161095,1
-8.604243,41.161212,1
-8.613306,41.154417,1
-8.604909,41.161122,1
-8.61408,41.146209,1
-8.612505,41.146038,1
-8.628642,41.159979,1
-8.614755,41.146605,1
-8.616276,41.147136,1
-8.612631,41.145984,1
-8.612586,41.150133,1
-8.578836,41.16564,1
-8.672715,41.148972,1
-8.62812,41.157333,1
-8.607978,41.14728,1
-8.591328,41.162778,1
-8.619858,41.148027,1
-8.610741,41.14575,1
-8.621055,41.150052,1
-8.605161,41.146722,1
-8.600229,41.161563,1
-8.614008,41.146812,1
-8.596746,41.152716,1
-8.613909,41.14665,1
-8.604135,41.16114,1
-8.622207,41.147631,1
-8.649486,41.154291,1
-8.604117,41.161086,1
-8.613999,41.146218,1
-8.61273,41.145975,1
-8.614107,41.146245,1
-8.612523,41.146029,1
-8.602569,41.155713,1
-8.612559,41.145966,1
-8.613999,41.146983,1
-8.615763,41.147307,1
-8.628372,41.157378,1
-8.635842,41.162589,1
-8.617932,41.175279,1
-8.608617,41.147307,1
-8.610948,41.14548,1
-8.585811,41.148765,1
-8.613576,41.146443,1
-8.633916,41.147721,1
-8.612199,41.147991,1
-8.612199,41.147991,1
-8.617572,41.14611,1
-8.61246,41.146047,1
-8.612127,41.148189,1
-8.606808,41.145777,1
-8.615511,41.140665,1
-8.614062,41.146173,1
-8.612271,41.148126,1
-8.619831,41.148009,1
-8.638434,41.159025,1
-8.61408,41.146245,1
-8.612685,41.14827,1
-8.613,41.140602,1
-8.611056,41.149449,1
-8.662437,41.154255,1
-8.613045,41.148315,1
-8.616321,41.147136,1
-8.614008,41.146236,1
-8.613243,41.154444,1
-8.606394,41.144508,1
-8.648748,41.178645,1
-8.598105,41.145957,1
-8.613936,41.146695,1
-8.606133,41.144508,1
-8.677467,41.154849,1
-8.648694,41.178528,1
-8.678997,41.153796,1
-8.589897,41.173614,1
-8.610822,41.145606,1
-8.612523,41.145903,1
-8.616069,41.147352,1
-8.6139,41.141403,1
-8.612325,41.148153,1
-8.612505,41.145984,1
-8.616456,41.14719,1
-8.612478,41.145993,1
-8.61552,41.140683,1
-8.616186,41.147145,1
-8.6103,41.153688,1
-8.591292,41.162733,1
-8.614701,41.146659,1
-8.613585,41.146776,1
-8.606043,41.144481,1
-8.612271,41.147919,1
-8.612361,41.148126,1
-8.608869,41.147451,1
-8.615655,41.140629,1
-8.635104,41.158944,1
-8.613819,41.141457,1
-8.61102,41.149521,1
-8.613252,41.154408,1
-8.610894,41.148135,1
-8.614539,41.145885,1
-8.584056,41.163057,1
-8.611092,41.148441,1
-8.613927,41.147001,1
-8.614872,41.147379,1
-8.612649,41.145957,1
-8.606385,41.14449,1
-8.627301,41.170482,1
-8.612496,41.146011,1
-8.613117,41.166468,1
-8.614395,41.146317,1
-8.620965,41.150034,1
-8.58321,41.164677,1
-8.608518,41.147361,1
-8.608032,41.148198,1
-8.613558,41.147046,1
-8.609688,41.151303,1
-8.61759,41.146119,1
-8.662347,41.150268,1
-8.612271,41.148072,1
-8.612514,41.145993,1
-8.612586,41.145975,1
-8.612289,41.146074,1
-8.614233,41.141196,1
-8.681661,41.162283,1
-8.613891,41.147613,1
-8.619858,41.148081,1
-8.679636,41.155038,1
-8.60247,41.155776,1
-8.614062,41.146218,1
-8.673786,41.149647,1
-8.612541,41.145993,1
-8.612001,41.148153,1
-8.610885,41.145561,1
-8.61273,41.145975,1
-8.61237,41.146002,1
-8.613666,41.146749,1
-8.614467,41.151501,1
-8.617581,41.146128,1
-8.612775,41.145966,1
-8.611002,41.149494,1
-8.58249,41.180517,1
-8.612694,41.145957,1
-8.61111,41.149503,1
-8.630676,41.154984,1
-8.613873,41.147577,1
-8.614917,41.146722,1
-8.614944,41.141664,1
-8.617518,41.155038,1
-8.610876,41.141286,1
-8.616114,41.14728,1
-8.660394,41.170122,1
-8.615502,41.140683,1
-8.568126,41.15358,1
-8.612298,41.148162,1
-8.638407,41.159079,1
-8.648811,41.178636,1
-8.602542,41.155668,1
-8.665677,41.153796,1
-8.612244,41.148036,1
-8.613936,41.146596,1
-8.602668,41.155668,1
-8.613927,41.147244,1
-8.683497,41.159187,1
-8.648442,41.153337,1
-8.616213,41.147199,1
-8.612694,41.145957,1
-8.639721,41.159808,1
-8.601723,41.183397,1
-8.611083,41.147901,1
-8.612622,41.150151,1
-8.613783,41.1471,1
-8.615277,41.14098,1
-8.61219,41.148018,1
-8.613342,41.147712,1
-8.613774,41.147658,1
-8.614152,41.149179,1
-8.630406,41.155227,1
-8.608617,41.153697,1
-8.609481,41.151294,1
-8.637624,41.170824,1
-8.612667,41.145957,1
-8.582949,41.16465,1
-8.612163,41.147928,1
-8.616294,41.147199,1
-8.663724,41.149683,1
-8.620974,41.149791,1
-8.61255,41.145948,1
-8.612676,41.145948,1
-8.609823,41.140827,1
-8.607996,41.147316,1
-8.613594,41.1471,1
-8.600067,41.182695,1
-8.615511,41.140674,1
-8.60544,41.125869,1
-8.612595,41.14602,1
-8.614422,41.146497,1
-8.610534,41.148954,1
-8.602551,41.155794,1
-8.714475,41.208363,1
-8.616168,41.147244,1
-8.666451,41.160213,1
-8.636814,41.14989,1
-8.611209,41.171967,1
-8.627112,41.166909,1
-8.612748,41.146002,1
-8.617581,41.146056,1
-8.602614,41.155668,1
-8.602524,41.155857,1
-8.608077,41.147325,1
-8.610804,41.145723,1
-8.620155,41.161482,1
-8.617788,41.146641,1
-8.60814,41.147262,1
-8.608095,41.14728,1
-8.602659,41.155533,1
-8.607519,41.145471,1
-8.612667,41.14593,1
-8.612631,41.146047,1
-8.615502,41.140692,1
-8.612613,41.14611,1
-8.608077,41.147289,1
-8.596971,41.182551,1
-8.61759,41.146164,1
-8.614512,41.14782,1
-8.602533,41.155866,1
-8.612541,41.145957,1
-8.654724,41.173587,1
-8.648829,41.178591,1
-8.613675,41.146947,1
-8.604783,41.161203,1
-8.613918,41.146533,1
-8.681994,41.177124,1
-8.612883,41.146065,1
-8.609652,41.15133,1
-8.672742,41.148936,1
-8.599248,41.14917,1
-8.612559,41.146002,1
-8.611092,41.149395,1
-8.593146,41.158404,1
-8.629416,41.179176,1
-8.607429,41.147226,1
-8.592732,41.162805,1
-8.627139,41.166972,1
-8.606637,41.144805,1
-8.601912,41.147271,1
-8.604819,41.16114,1
-8.654796,41.173533,1
-8.611416,41.136498,1
-8.613018,41.162958,1
-8.597709,41.182173,1
-8.619804,41.148072,1
-8.597673,41.172615,1
-8.610741,41.149251,1
-8.614161,41.147802,1
-8.60688,41.145849,1
-8.612415,41.146011,1
-8.605674,41.153625,1
-8.611587,41.147928,1
-8.612604,41.146038,1
-8.610948,41.145723,1
-8.611092,41.149386,1
-8.610867,41.145363,1
-8.614602,41.149953,1
-8.612514,41.148198,1
-8.612514,41.146011,1
-8.612442,41.146173,1
-8.599212,41.149152,1
-8.61453,41.137398,1
-8.612082,41.148243,1
-8.621028,41.143239,1
-8.619786,41.148072,1
-8.612154,41.147973,1
-8.615205,41.146902,1
-8.611326,41.161878,1
-8.609031,41.147262,1
-8.609274,41.151267,1
-8.612145,41.148243,1
-8.659557,41.153175,1
-8.609265,41.147613,1
-8.61183,41.148009,1
-8.6679,41.152779,1
-8.64882,41.178546,1
-8.613693,41.152446,1
-8.683119,41.158593,1
-8.611137,41.149557,1
-8.632269,41.178168,1
-8.604099,41.161131,1
-8.600175,41.182785,1
-8.614053,41.146272,1
-8.612523,41.146038,1
-8.613585,41.146803,1
-8.591247,41.162715,1
-8.611371,41.17194,1
-8.621604,41.143734,1
-8.630622,41.146425,1
-8.609949,41.147766,1
-8.612145,41.147802,1
-8.61219,41.147964,1
-8.58564,41.148531,1
-8.612559,41.145957,1
-8.611056,41.149449,1
-8.612676,41.145984,1
-8.612505,41.145993,1
-8.71434,41.205312,1
-8.612784,41.148297,1
-8.610714,41.14566,1
-8.624178,41.157144,1
-8.612811,41.148261,1
-8.614134,41.149125,1
-8.614071,41.146164,1
-8.614422,41.148189,1
-8.598744,41.150862,1
-8.558028,41.177448,1
-8.610255,41.14782,1
-8.613999,41.146524,1
-8.59563,41.149953,1
-8.612307,41.146119,1
-8.619687,41.148189,1
-8.612622,41.145903,1
-8.608149,41.141196,1
-8.609193,41.147397,1
-8.614062,41.146092,1
-8.612811,41.148243,1
-8.61417,41.146281,1
-8.612856,41.145894,1
-8.621685,41.143752,1
-8.617599,41.146137,1
-8.612604,41.146011,1
-8.629866,41.14647,1
-8.613315,41.154327,1
-8.610867,41.148063,1
-8.615178,41.147091,1
-8.611785,41.150322,1
-8.615493,41.142771,1
-8.614089,41.146227,1
-8.60175,41.147316,1
-8.604252,41.160933,1
-8.614116,41.1462,1
-8.614251,41.148828,1
-8.667558,41.147514,1
-8.611281,41.147901,1
-8.623044,41.163102,1
-8.647218,41.176278,1
-8.61435,41.148855,1
-8.616393,41.147154,1
-8.614089,41.146245,1
-8.61219,41.147991,1
-8.614539,41.147802,1
-8.594154,41.166846,1
-8.617563,41.146191,1
-8.609598,41.151312,1
-8.606079,41.144499,1
-8.61264,41.146002,1
-8.595009,41.15547,1
-8.612568,41.145939,1
-8.625663,41.149296,1
-8.612739,41.145975,1
-8.615115,41.147046,1
-8.61066,41.147748,1
-8.614512,41.148108,1
-8.613594,41.146776,1
-8.612352,41.14602,1
-8.714412,41.205384,1
-8.660637,41.158233,1
-8.613243,41.154426,1
-8.62677,41.151924,1
-8.614053,41.146137,1
-8.613216,41.154534,1
-8.614557,41.149944,1
-8.61696,41.147253,1
-8.711469,41.201559,1
-8.649324,41.154336,1
-8.599266,41.149188,1
-8.612136,41.148387,1
-8.71461,41.205735,1
-8.613873,41.14827,1
-8.614125,41.146263,1
-8.594208,41.167044,1
-8.714331,41.205339,1
-8.609472,41.151249,1
-8.609967,41.180895,1
-8.681562,41.178816,1
-8.614071,41.146272,1
-8.610669,41.147739,1
-8.68113,41.157648,1
-8.610003,41.180904,1
-8.612028,41.147955,1
-8.612091,41.124537,1
-8.61255,41.145966,1
-8.605809,41.144418,1
-8.613882,41.146155,1
-8.627184,41.151969,1
-8.61102,41.149521,1
-8.620965,41.150097,1
-8.612694,41.145993,1
-8.613558,41.146128,1
-8.656407,41.148864,1
-8.714664,41.205879,1
-8.586369,41.149107,1
-8.610804,41.147802,1
-8.612523,41.145984,1
-8.61228,41.147982,1
-8.607096,41.133033,1
-8.604216,41.160843,1
-8.610246,41.147766,1
-8.614026,41.146749,1
-8.613261,41.153796,1
-8.602452,41.155758,1
-8.612604,41.146011,1
-8.612451,41.148018,1
-8.614071,41.146245,1
-8.613504,41.147577,1
-8.629776,41.145615,1
-8.656704,41.161545,1
-8.625447,41.148666,1
-8.606853,41.150574,1
-8.612739,41.171634,1
-8.610876,41.145624,1
-8.577441,41.178429,1
-8.604819,41.161131,1
-8.612667,41.145948,1
-8.613369,41.155038,1
